Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	L1_WT1	L1_WT2	L1_WT4	p13_WT1	p13_WT2	p13_WT3	p13_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000075316	0	1	1	0	0	0	0	1	0	2	3	0	1	1
ENSMUSG00000081307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034810	231	164	330	158	1145	1136	1318	4087	4800	4572	5966	1220	1469	2025
ENSMUSG00000081973	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082218	0	0	0	1	0	2	0	0	1	2	1	0	0	3
ENSMUSG00000086908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027022	0	1	51	0	0	0	0	322	14124	1636	2779	659	1258	1563
ENSMUSG00000087467	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000034780	1	4	7	1	24	18	23	113	103	113	163	25	33	28
ENSMUSG00000098299	0	0	1	0	0	0	0	4	1	1	5	0	0	1
ENSMUSG00000097067	0	0	1	4	5	5	4	30	11	24	31	3	8	11
ENSMUSG00000083910	0	0	0	0	0	1	1	1	1	6	3	1	3	3
ENSMUSG00000081299	0	0	1	0	0	0	0	9	3	1	1	1	2	3
ENSMUSG00000098734	0	0	0	0	0	0	0	0	0	0	2	1	1	0
ENSMUSG00000104398	3	0	5	0	4	3	10	30	13	25	37	4	11	17
ENSMUSG00000081257	0	0	0	0	1	0	1	7	0	11	9	3	3	3
ENSMUSG00000027030	607	552	724	475	1245	1101	1103	1630	1842	1609	2204	320	523	378
ENSMUSG00000085182	0	2	0	0	0	1	1	4	0	2	1	0	0	0
ENSMUSG00000088365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075312	0	0	0	0	0	2	1	5	4	13	9	1	0	2
ENSMUSG00000053896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079324	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000082836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027035	13	26	46	22	190	158	154	729	718	843	928	131	243	236
ENSMUSG00000103233	1	1	4	2	16	11	15	72	53	62	68	11	15	16
ENSMUSG00000103747	1	0	1	1	6	5	4	30	24	31	34	3	6	6
ENSMUSG00000103734	0	0	0	1	1	1	3	25	24	25	25	2	13	4
ENSMUSG00000104262	0	1	3	1	6	5	10	51	32	48	44	3	10	21
ENSMUSG00000103546	0	1	2	2	6	6	6	29	16	12	22	3	4	11
ENSMUSG00000102662	3	1	4	2	10	12	17	68	72	78	89	14	22	21
ENSMUSG00000034738	4	15	23	9	61	74	41	82	78	120	127	15	11	28
ENSMUSG00000005233	99	85	99	56	212	192	79	373	342	418	502	20	77	85
ENSMUSG00000005232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027048	12	26	24	12	26	17	6	3	2	3	3	0	2	0
ENSMUSG00000086819	1	1	2	5	4	1	0	0	0	0	0	0	0	0
ENSMUSG00000083592	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027068	0	4	3	1	43	27	41	29	51	51	27	2	20	3
ENSMUSG00000027070	0	1	2	0	3	3	2	9	9	4	8	1	1	1
ENSMUSG00000063145	12	15	15	10	50	55	62	150	126	149	227	30	48	58
ENSMUSG00000075307	0	1	11	0	8	2	8	75	2529	358	645	87	148	217
ENSMUSG00000027086	113	118	168	89	289	291	255	569	579	536	827	146	131	181
ENSMUSG00000042133	210	195	360	175	902	717	940	2156	2059	2151	3366	391	468	587
ENSMUSG00000082345	3	0	9	2	14	18	29	55	40	31	45	9	17	14
ENSMUSG00000070883	2	5	4	3	25	29	30	139	80	108	130	51	34	50
ENSMUSG00000083007	0	0	0	1	0	0	0	6	2	2	4	0	0	2
ENSMUSG00000027088	154	135	174	125	286	221	308	526	614	562	959	78	135	187
ENSMUSG00000081857	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000042155	21	19	46	23	161	222	216	787	948	900	1329	110	208	239
ENSMUSG00000068882	381	343	510	284	1764	1534	1437	2448	2764	3155	4710	432	838	984
ENSMUSG00000051730	48	48	85	58	198	160	153	343	331	321	459	60	80	103
ENSMUSG00000089902	0	1	0	0	0	2	3	2	1	1	2	1	3	1
ENSMUSG00000085735	0	0	0	1	1	0	0	4	1	2	6	0	2	3
ENSMUSG00000044308	632	884	1216	684	2522	1972	2166	4656	5346	4325	6101	946	1129	1427
ENSMUSG00000086132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042064	0	0	2	1	2	2	4	3	0	4	9	5	1	7
ENSMUSG00000047965	1	0	1	1	2	4	2	66	73	81	110	3	7	5
ENSMUSG00000075304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087264	0	0	0	0	0	0	0	5	2	3	4	1	3	1
ENSMUSG00000086515	0	0	0	0	0	0	0	11	5	11	5	4	2	7
ENSMUSG00000075302	0	0	0	0	1	1	0	20	9	14	14	3	3	4
ENSMUSG00000104076	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000070880	0	0	0	0	1	0	2	9	6	6	6	6	5	4
ENSMUSG00000086699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097025	1	1	3	0	6	9	10	3	6	4	6	2	5	8
ENSMUSG00000014959	700	704	970	564	2779	2512	2036	1564	1707	1877	2255	287	462	575
ENSMUSG00000041997	309	338	529	315	1059	900	1144	2179	2138	2369	3159	429	600	659
ENSMUSG00000082303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041975	55	49	74	42	198	149	158	389	353	407	451	95	90	142
ENSMUSG00000041966	56	60	115	49	283	226	356	1067	941	997	1404	225	284	311
ENSMUSG00000027015	1	1	2	0	4	10	17	121	211	88	101	32	64	38
ENSMUSG00000027012	264	259	361	182	1074	928	1372	2616	2609	3032	3821	435	714	778
ENSMUSG00000027010	144	124	189	124	461	385	376	509	1240	771	932	146	211	303
ENSMUSG00000082190	0	1	2	1	7	0	6	6	8	2	8	4	2	2
ENSMUSG00000027018	76	41	62	55	395	403	239	865	983	1027	1482	103	205	259
ENSMUSG00000086846	0	0	0	0	3	5	7	24	12	14	13	5	3	9
ENSMUSG00000087789	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000041921	91	101	195	91	493	404	370	1017	872	881	1285	333	254	336
ENSMUSG00000088066	2	0	0	0	2	1	0	3	7	1	1	2	0	3
ENSMUSG00000084946	1	2	2	6	11	12	12	67	60	42	72	8	8	14
ENSMUSG00000041911	0	0	0	0	1	0	0	1	0	2	1	0	2	0
ENSMUSG00000023391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064263	0	0	0	0	0	0	0	2	4	2	0	0	0	0
ENSMUSG00000087570	0	0	0	0	0	1	9	15	2	9	5	5	1	5
ENSMUSG00000027111	1021	1546	1863	846	10463	9556	10514	12598	12563	14648	17366	1855	2215	2999
ENSMUSG00000086641	0	0	1	0	4	3	6	17	6	3	8	4	0	5
ENSMUSG00000097235	0	0	0	0	1	4	4	2	4	10	9	7	1	4
ENSMUSG00000084794	0	0	0	0	0	1	0	6	2	3	2	2	0	2
ENSMUSG00000081878	0	0	0	0	0	0	0	1	1	0	1	0	0	0
ENSMUSG00000006494	1345	1287	1652	827	1779	1523	1132	1863	2649	2041	3019	325	641	604
ENSMUSG00000087345	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ENSMUSG00000049044	13	13	44	11	174	134	159	371	324	338	457	55	65	66
ENSMUSG00000088297	0	0	0	0	0	0	1	0	2	0	1	0	0	0
ENSMUSG00000085439	1	1	0	0	7	4	7	27	20	20	22	1	3	5
ENSMUSG00000085001	0	0	3	2	10	5	12	28	21	24	32	5	6	4
ENSMUSG00000086231	1	1	3	2	19	8	10	64	33	42	44	15	5	13
ENSMUSG00000004085	197	220	368	211	1111	1038	1426	3130	4280	4043	4892	721	1138	1282
ENSMUSG00000088302	0	0	1	0	7	0	4	26	20	23	30	5	5	6
ENSMUSG00000084261	0	2	0	1	5	4	4	22	9	19	18	5	7	6
ENSMUSG00000055612	27	29	79	25	223	290	242	923	1105	1344	1668	254	315	343
ENSMUSG00000081538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080865	0	0	0	0	1	0	0	0	1	0	0	0	0	2
ENSMUSG00000083279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081957	1	0	0	0	1	2	1	1	2	3	0	0	1	1
ENSMUSG00000085252	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000085427	7	4	12	8	0	0	0	2	1	0	0	0	0	1
ENSMUSG00000027109	575	470	789	387	1492	1329	1573	3228	3118	3754	5153	489	973	1000
ENSMUSG00000092851	0	1	1	0	1	3	3	4	4	4	10	3	4	4
ENSMUSG00000084213	1	1	2	3	14	11	11	35	36	31	27	6	13	13
ENSMUSG00000079286	2	0	6	2	4	5	2	19	14	8	14	2	4	3
ENSMUSG00000063714	13	9	26	11	18	21	29	56	55	65	77	8	12	9
ENSMUSG00000027108	271	232	296	261	1227	955	686	1347	1572	1516	2070	157	325	400
ENSMUSG00000082455	0	1	2	1	7	8	6	23	11	9	19	4	3	5
ENSMUSG00000083569	1	0	12	4	19	15	14	42	36	23	17	6	7	7
ENSMUSG00000083976	0	0	2	0	4	1	0	13	8	13	9	1	3	3
ENSMUSG00000068859	0	0	0	0	3	0	0	2	0	1	1	1	0	0
ENSMUSG00000041777	45	26	60	22	98	86	109	233	213	253	354	70	80	73
ENSMUSG00000008226	99	65	92	65	192	148	149	384	500	371	519	65	131	86
ENSMUSG00000041762	27	16	39	29	94	78	88	203	256	194	307	48	104	101
ENSMUSG00000085519	0	0	1	0	0	1	1	1	1	7	1	0	1	0
ENSMUSG00000086546	0	1	0	0	1	2	1	6	3	7	8	1	0	5
ENSMUSG00000087176	0	1	1	0	3	1	3	11	9	11	16	6	5	5
ENSMUSG00000085768	1	0	1	1	4	0	3	5	2	1	4	2	3	3
ENSMUSG00000075284	206	313	553	214	725	554	660	871	824	1218	1410	183	293	430
ENSMUSG00000086069	3	10	17	7	26	15	34	27	20	39	40	6	5	20
ENSMUSG00000027107	1	2	0	0	1	2	5	6	40	30	35	3	4	3
ENSMUSG00000086382	1	3	5	2	15	11	21	52	56	37	75	4	12	8
ENSMUSG00000086544	0	1	1	1	11	8	12	52	50	52	69	11	9	18
ENSMUSG00000056486	21	17	44	20	109	91	113	351	478	349	642	51	94	97
ENSMUSG00000085838	0	0	0	0	2	2	0	2	8	4	6	1	0	1
ENSMUSG00000081062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027104	303	252	406	217	963	777	987	2104	2000	2222	2813	337	509	512
ENSMUSG00000099302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097377	1	5	1	0	12	6	6	18	17	18	20	6	2	5
ENSMUSG00000018770	505	442	781	357	2088	1827	1227	3032	3556	3277	4559	278	472	536
ENSMUSG00000083072	0	0	1	0	2	0	1	1	2	1	2	0	0	1
ENSMUSG00000085387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009207	82	104	173	89	417	362	348	888	866	813	1151	129	210	260
ENSMUSG00000087205	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075279	0	0	0	0	4	1	2	6	10	8	8	0	5	5
ENSMUSG00000065237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042499	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000099521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050368	14	14	41	23	64	43	50	44	26	50	65	16	5	11
ENSMUSG00000086077	1	3	8	1	1	1	7	0	0	0	1	0	0	1
ENSMUSG00000100209	2	2	1	0	2	1	1	1	0	1	1	0	0	1
ENSMUSG00000043342	16	31	52	16	84	69	79	108	94	121	180	25	15	29
ENSMUSG00000104570	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052371	6	8	37	12	61	47	67	89	81	90	140	31	20	34
ENSMUSG00000027102	71	63	118	51	324	277	267	355	549	521	713	91	83	104
ENSMUSG00000079277	1	1	8	2	10	6	12	13	8	9	16	5	1	1
ENSMUSG00000101174	11	13	40	9	53	49	59	96	69	109	130	67	28	44
ENSMUSG00000065500	0	0	0	0	0	0	2	0	0	0	2	1	0	0
ENSMUSG00000100642	1	1	1	2	7	5	8	12	13	13	11	6	6	1
ENSMUSG00000075277	0	2	6	0	4	1	4	1	2	2	10	3	0	2
ENSMUSG00000085015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027099	216	200	321	194	574	496	463	1037	1044	1092	1565	138	242	271
ENSMUSG00000081156	1	1	6	2	10	5	11	40	28	38	32	8	10	5
ENSMUSG00000083837	1	0	3	0	2	4	0	5	2	1	5	1	1	3
ENSMUSG00000084574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087333	7	0	10	2	46	24	27	57	39	61	70	12	9	13
ENSMUSG00000100303	1	0	2	3	4	3	7	12	10	12	19	5	1	4
ENSMUSG00000086044	0	0	0	0	0	0	1	2	3	0	1	0	0	0
ENSMUSG00000081406	3	2	3	3	7	12	8	58	66	88	85	11	12	38
ENSMUSG00000075276	0	0	0	0	0	0	0	5	4	5	3	0	0	0
ENSMUSG00000102473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087504	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000086576	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000082152	8	27	32	10	16	15	5	2	2	2	5	1	0	2
ENSMUSG00000093242	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000059005	134	230	381	161	1510	1322	1111	2632	2597	2786	4552	485	624	754
ENSMUSG00000015839	374	487	838	389	1427	1384	1960	1866	2024	2353	2906	325	563	811
ENSMUSG00000089015	2	4	4	0	6	4	14	18	15	6	24	5	1	8
ENSMUSG00000087222	8	4	18	7	21	18	15	19	33	22	23	8	7	11
ENSMUSG00000087527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086813	2	5	4	5	17	20	7	6	6	4	5	2	0	2
ENSMUSG00000081833	2	6	7	1	3	2	6	2	8	1	7	3	2	3
ENSMUSG00000082187	0	1	0	0	2	1	2	10	0	4	8	0	1	1
ENSMUSG00000042410	858	1328	1807	947	3016	2891	6394	3597	3537	4043	4920	860	988	1566
ENSMUSG00000075273	47	42	51	30	110	115	88	275	268	341	366	30	88	81
ENSMUSG00000075272	2	0	2	1	1	6	2	5	3	10	4	2	1	0
ENSMUSG00000075271	23	15	31	19	77	75	73	158	157	180	192	15	34	32
ENSMUSG00000075270	0	2	7	5	21	11	25	108	105	270	244	23	92	61
ENSMUSG00000105164	0	0	0	0	1	0	0	0	0	1	0	0	0	2
ENSMUSG00000056436	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000042369	158	128	150	95	387	385	462	643	680	746	1027	138	198	226
ENSMUSG00000042359	23	18	42	10	120	71	98	285	409	265	407	61	101	104
ENSMUSG00000092825	0	0	1	0	0	0	0	1	1	1	1	0	0	0
ENSMUSG00000002731	95	83	126	72	243	194	265	614	641	715	939	95	127	211
ENSMUSG00000075267	0	0	0	0	0	1	0	1	4	6	4	0	0	0
ENSMUSG00000002732	25	11	31	22	142	113	119	342	401	557	642	32	107	90
ENSMUSG00000002733	106	103	144	65	286	247	293	568	600	591	786	127	209	215
ENSMUSG00000051747	16	26	874	15	125	84	174	3478	256165	60796	95863	28117	36600	54811
ENSMUSG00000086354	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000044033	15	15	42	26	76	123	161	821	1064	645	881	321	589	308
ENSMUSG00000105724	0	0	0	0	0	0	0	0	1	2	4	0	2	0
ENSMUSG00000042272	338	470	599	295	677	541	1021	1817	1660	1888	2099	572	543	674
ENSMUSG00000084087	3	1	10	2	16	6	19	54	34	27	38	16	6	15
ENSMUSG00000081611	1	2	1	1	0	2	2	6	4	4	5	1	0	1
ENSMUSG00000085277	0	0	0	0	0	0	0	0	8	3	6	0	0	3
ENSMUSG00000082006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027016	2	0	2	1	4	5	5	20	32	30	30	3	13	8
ENSMUSG00000085845	0	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSMUSG00000087102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087353	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027014	168	152	246	130	735	642	608	969	859	1023	1322	222	274	313
ENSMUSG00000081719	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000085431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084101	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000027011	212	222	338	153	470	467	510	1112	1210	1287	1695	149	308	291
ENSMUSG00000102286	0	0	0	0	0	0	1	1	0	1	1	1	0	2
ENSMUSG00000083950	0	0	1	0	0	0	1	0	0	1	0	0	1	1
ENSMUSG00000080984	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027009	35	37	93	31	198	178	259	450	383	608	698	118	147	317
ENSMUSG00000075256	0	1	0	1	4	4	5	16	6	4	11	2	4	6
ENSMUSG00000088915	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081284	0	0	0	0	0	1	1	0	0	1	0	0	0	1
ENSMUSG00000034701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027007	663	729	1090	549	1435	1187	1586	1452	1596	1546	1936	371	470	598
ENSMUSG00000034683	0	0	0	0	0	0	0	4	0	2	0	1	0	1
ENSMUSG00000059173	33	15	31	19	125	77	91	537	511	368	643	86	134	130
ENSMUSG00000083519	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000050114	0	0	0	0	0	0	0	2	1	0	6	1	0	1
ENSMUSG00000027006	250	234	354	187	1567	1567	1066	2411	2736	2794	3666	345	687	654
ENSMUSG00000085921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027004	0	0	0	0	1	2	2	2	49	11	18	2	5	2
ENSMUSG00000082494	0	1	1	1	2	1	3	14	4	8	9	0	2	5
ENSMUSG00000027002	1167	1126	1471	862	3631	3175	3461	6253	6409	7299	8928	897	1616	1692
ENSMUSG00000081487	6	3	13	4	23	23	36	77	54	43	88	23	25	22
ENSMUSG00000064669	2	4	5	0	10	5	14	35	28	16	26	4	7	12
ENSMUSG00000083284	1	0	2	0	0	1	5	4	6	6	3	0	3	3
ENSMUSG00000027001	14	21	58	31	123	101	94	282	290	277	268	48	73	77
ENSMUSG00000026999	20	12	36	11	117	104	79	183	167	192	291	24	32	38
ENSMUSG00000106252	0	0	1	0	3	2	1	4	4	3	1	1	1	1
ENSMUSG00000086436	0	0	0	0	1	2	1	3	0	3	1	0	1	2
ENSMUSG00000077404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064193	0	1	0	1	2	1	4	3	5	6	6	0	2	2
ENSMUSG00000065141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084107	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070866	0	0	1	0	0	1	1	4	1	3	2	1	0	0
ENSMUSG00000082666	0	0	0	0	0	1	0	0	0	1	1	0	0	0
ENSMUSG00000087061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080979	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSMUSG00000083804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075249	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000102082	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000081400	2	0	2	2	5	7	3	12	12	38	23	6	20	16
ENSMUSG00000083291	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000080925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027091	340	308	463	242	1239	1158	948	1665	1767	1830	2678	305	487	506
ENSMUSG00000085450	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000027087	1760	2165	2342	1306	2963	2627	2685	4250	5012	5777	6720	586	1619	1332
ENSMUSG00000085335	9	13	49	7	37	21	35	106	78	62	107	32	24	28
ENSMUSG00000081801	3	3	16	7	12	13	25	52	33	27	41	9	15	14
ENSMUSG00000048388	5	5	7	5	51	46	52	153	176	242	267	3	54	33
ENSMUSG00000034552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093115	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084198	0	0	1	0	0	0	0	1	1	1	2	0	0	0
ENSMUSG00000059588	125	123	242	148	416	337	378	859	1110	1510	1893	142	285	348
ENSMUSG00000027082	13	17	33	19	147	131	125	323	355	441	644	57	116	100
ENSMUSG00000087362	1	0	0	0	0	1	1	3	6	9	7	0	0	5
ENSMUSG00000034101	46	69	129	54	381	380	462	1074	961	1039	1406	228	211	254
ENSMUSG00000101645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086598	2	3	3	0	3	4	5	23	13	15	26	6	5	6
ENSMUSG00000076437	32	21	32	14	68	79	111	162	172	230	255	27	69	74
ENSMUSG00000050043	62	57	66	36	398	382	220	572	663	568	799	77	179	161
ENSMUSG00000027080	56	64	101	87	356	267	291	524	563	655	872	85	153	153
ENSMUSG00000034075	519	478	694	412	2191	1828	1640	2000	2317	2271	2725	369	636	669
ENSMUSG00000077382	1	0	1	3	13	0	1	6	11	4	5	1	1	3
ENSMUSG00000099206	1	0	2	0	7	6	3	12	9	14	12	0	0	3
ENSMUSG00000027079	81	63	111	56	209	179	174	234	276	305	402	54	57	89
ENSMUSG00000034059	3	1	8	1	24	24	16	73	67	79	99	31	47	33
ENSMUSG00000065484	0	0	0	0	0	0	1	1	0	0	2	0	0	1
ENSMUSG00000097187	2	1	2	0	6	5	9	35	34	31	24	21	13	12
ENSMUSG00000023224	185	73	219	94	721	551	834	829	1237	1787	1676	95	340	476
ENSMUSG00000027078	16	24	27	19	93	65	93	340	434	511	530	21	48	54
ENSMUSG00000027077	0	0	0	0	1	0	0	5	304	87	119	24	27	48
ENSMUSG00000027076	63	52	71	41	161	158	155	205	265	226	301	25	75	95
ENSMUSG00000027075	44	11	61	32	117	63	118	318	477	297	472	185	159	76
ENSMUSG00000050896	0	0	0	0	1	3	4	2	5	5	3	4	9	3
ENSMUSG00000092843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027074	153	74	169	79	511	472	481	838	1053	1022	1377	170	192	326
ENSMUSG00000027073	0	1	3	0	1	4	2	8	7	17	9	0	2	12
ENSMUSG00000027072	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSMUSG00000027071	5	9	17	7	16	9	8	26	15	20	34	3	10	6
ENSMUSG00000027067	255	258	444	229	1419	1404	1258	2666	3037	3742	4528	542	966	1155
ENSMUSG00000033955	239	306	558	192	1087	1251	1472	1848	1943	2239	1960	942	1305	1143
ENSMUSG00000086969	3	5	7	4	13	9	18	59	41	37	59	9	13	18
ENSMUSG00000044338	59	76	83	53	1293	1447	1280	2117	2046	3172	2655	264	447	417
ENSMUSG00000082534	1	0	0	0	7	2	3	8	7	4	9	1	0	2
ENSMUSG00000085135	0	0	1	0	8	3	2	12	8	8	10	0	1	4
ENSMUSG00000075224	1	2	2	0	7	12	3	44	20	41	52	2	2	8
ENSMUSG00000086905	0	0	0	0	3	2	2	8	6	12	13	1	0	0
ENSMUSG00000085025	0	0	0	0	1	1	2	1	0	0	1	1	0	2
ENSMUSG00000081014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075222	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000082712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075220	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000087973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
