Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000087383	0	0	0	0	0	0	0
ENSMUSG00000080816	0	0	0	1	0	0	0
ENSMUSG00000070990	0	0	0	0	2	0	0
ENSMUSG00000028331	31	39	56	26	47	62	65
ENSMUSG00000028332	1	4	5	1	1	0	1
ENSMUSG00000082242	0	0	0	0	0	0	0
ENSMUSG00000028333	60	85	97	61	192	201	278
ENSMUSG00000028334	1260	906	1212	741	145	195	339
ENSMUSG00000039853	42	40	85	46	154	113	196
ENSMUSG00000064410	0	0	0	0	0	0	0
ENSMUSG00000085990	1	4	3	0	5	11	4
ENSMUSG00000028337	88	185	247	137	196	935	379
ENSMUSG00000039813	18	26	31	8	62	105	80
ENSMUSG00000039809	17	22	21	18	3	22	15
ENSMUSG00000048824	0	0	0	0	1	0	0
ENSMUSG00000066191	13	6	14	5	36	75	55
ENSMUSG00000081561	0	0	0	0	0	2	4
ENSMUSG00000084199	0	0	0	0	0	0	1
ENSMUSG00000039774	5	4	9	4	22	45	29
ENSMUSG00000094286	0	0	0	0	0	1	3
ENSMUSG00000083491	0	0	0	0	0	0	0
ENSMUSG00000087500	0	1	2	0	3	5	1
ENSMUSG00000028339	107	334	440	184	548	3140	2180
ENSMUSG00000007613	457	406	565	331	455	776	1123
ENSMUSG00000081152	2	0	1	0	3	2	1
ENSMUSG00000039740	77	86	139	89	108	145	161
ENSMUSG00000053317	306	372	564	294	58	119	161
ENSMUSG00000098999	0	0	0	0	0	0	0
ENSMUSG00000098518	0	0	0	0	0	0	0
ENSMUSG00000102450	0	0	0	0	0	0	0
ENSMUSG00000089349	0	0	0	0	0	0	0
ENSMUSG00000085660	0	0	0	0	0	0	0
ENSMUSG00000028341	3	3	8	6	9	11	8
ENSMUSG00000061455	182	179	244	124	209	247	287
ENSMUSG00000028343	322	305	369	259	183	323	331
ENSMUSG00000087844	0	0	0	0	0	3	0
ENSMUSG00000028344	24	21	49	17	118	196	225
ENSMUSG00000081953	0	0	1	0	1	2	1
ENSMUSG00000028345	53	63	116	35	178	235	275
ENSMUSG00000039693	6	9	11	8	28	90	54
ENSMUSG00000028347	24	17	27	8	68	185	109
ENSMUSG00000028348	2	2	1	1	17	38	31
ENSMUSG00000080850	0	0	0	0	1	2	1
ENSMUSG00000083091	0	0	0	0	0	0	0
ENSMUSG00000093240	0	0	0	0	0	0	0
ENSMUSG00000077417	0	0	0	0	0	0	0
ENSMUSG00000084787	0	0	0	0	0	0	0
ENSMUSG00000083869	0	0	0	0	0	0	0
ENSMUSG00000063446	0	0	1	0	0	0	0
ENSMUSG00000064782	0	0	0	0	0	0	0
ENSMUSG00000096476	0	0	0	0	0	0	0
ENSMUSG00000081770	0	0	0	0	0	0	0
ENSMUSG00000060317	0	0	0	0	0	0	0
ENSMUSG00000082725	0	0	0	0	0	0	0
ENSMUSG00000094082	0	0	0	0	0	0	0
ENSMUSG00000070985	0	0	0	0	1	1	2
ENSMUSG00000084479	0	0	0	0	0	1	0
ENSMUSG00000039653	0	0	0	0	1	1	0
ENSMUSG00000044018	162	149	207	139	102	204	249
ENSMUSG00000039634	27	13	32	17	54	84	105
ENSMUSG00000028307	0	0	1	0	2	1	0
ENSMUSG00000039611	7	13	9	5	33	63	64
ENSMUSG00000028309	349	412	643	300	680	674	816
ENSMUSG00000039579	1	8	16	4	16	19	19
ENSMUSG00000028310	0	0	0	0	1	0	0
ENSMUSG00000083153	0	0	0	0	0	0	0
ENSMUSG00000081120	0	0	0	0	0	0	0
ENSMUSG00000095394	0	0	0	0	0	0	0
ENSMUSG00000084116	0	0	2	0	0	0	1
ENSMUSG00000039555	0	0	0	0	0	0	0
ENSMUSG00000019836	0	0	2	0	0	0	0
ENSMUSG00000087958	0	0	0	0	0	0	0
ENSMUSG00000088515	0	0	0	0	0	0	0
ENSMUSG00000088954	0	0	0	0	0	0	0
ENSMUSG00000064923	0	0	0	0	1	0	1
ENSMUSG00000081050	0	0	0	0	0	0	0
ENSMUSG00000085515	0	0	0	0	0	0	0
ENSMUSG00000082963	0	0	0	0	0	0	0
ENSMUSG00000083539	0	0	0	0	0	0	0
ENSMUSG00000082267	0	0	0	0	0	0	0
ENSMUSG00000083338	0	0	1	0	0	0	0
ENSMUSG00000085763	1	0	0	0	1	0	2
ENSMUSG00000028312	35	28	51	28	182	406	513
ENSMUSG00000084380	0	0	0	0	1	0	1
ENSMUSG00000061619	0	0	0	0	0	0	0
ENSMUSG00000028314	0	0	0	0	0	0	0
ENSMUSG00000070984	0	0	0	0	0	0	0
ENSMUSG00000081975	0	0	1	0	2	0	3
ENSMUSG00000089717	0	0	0	0	0	0	0
ENSMUSG00000049648	0	0	0	0	0	0	0
ENSMUSG00000083937	0	0	0	0	0	0	0
ENSMUSG00000051593	0	0	0	0	0	0	0
ENSMUSG00000082216	0	0	0	0	0	0	0
ENSMUSG00000070983	0	0	0	0	0	0	0
ENSMUSG00000015242	0	0	0	0	0	0	0
ENSMUSG00000015247	385	335	410	284	57	98	116
ENSMUSG00000015243	396	234	603	234	2566	3365	3580
ENSMUSG00000087192	0	0	1	0	4	3	3
ENSMUSG00000086947	0	0	0	0	1	0	0
ENSMUSG00000086712	0	0	3	2	5	9	10
ENSMUSG00000083735	0	0	0	0	0	0	1
ENSMUSG00000086267	0	0	0	0	0	0	0
ENSMUSG00000028412	531	434	673	325	578	1155	1220
ENSMUSG00000084970	1	2	9	2	6	15	29
ENSMUSG00000054752	10	17	21	13	73	134	117
ENSMUSG00000081516	1	0	1	0	2	4	5
ENSMUSG00000028414	91	95	85	62	177	293	265
ENSMUSG00000089621	0	0	3	1	1	4	4
ENSMUSG00000028417	1	0	0	0	2	3	1
ENSMUSG00000084403	0	0	0	0	0	1	1
ENSMUSG00000028420	66	50	79	32	59	121	107
ENSMUSG00000065887	0	0	0	0	0	0	0
ENSMUSG00000083985	0	0	0	0	0	0	0
ENSMUSG00000077418	0	0	0	0	0	0	0
ENSMUSG00000089552	0	0	0	0	0	0	0
ENSMUSG00000086987	0	0	0	0	1	0	0
ENSMUSG00000083624	0	0	0	0	0	0	0
ENSMUSG00000093183	3	6	10	1	4	3	4
ENSMUSG00000081428	0	0	0	0	0	0	1
ENSMUSG00000099421	0	0	0	0	0	0	0
ENSMUSG00000086371	0	0	0	0	0	0	0
ENSMUSG00000087077	0	0	0	0	0	0	0
ENSMUSG00000083868	0	0	0	0	0	0	0
ENSMUSG00000084710	0	0	0	0	0	0	0
ENSMUSG00000082111	0	0	0	0	0	0	0
ENSMUSG00000060206	15	32	62	23	454	662	534
ENSMUSG00000082704	0	0	0	0	0	0	0
ENSMUSG00000087614	0	0	0	0	0	1	0
ENSMUSG00000081177	0	0	0	0	0	0	0
ENSMUSG00000081504	0	0	0	1	0	0	2
ENSMUSG00000081542	0	0	0	0	0	0	0
ENSMUSG00000077403	0	0	0	0	0	0	0
ENSMUSG00000028426	684	532	774	412	397	799	874
ENSMUSG00000084144	1	0	0	3	1	6	7
ENSMUSG00000084404	0	0	0	0	0	0	0
ENSMUSG00000087070	0	0	0	0	0	0	0
ENSMUSG00000086346	0	0	0	0	0	0	0
ENSMUSG00000077635	0	0	0	0	0	0	0
ENSMUSG00000082952	0	0	0	0	0	0	0
ENSMUSG00000003032	37	32	64	34	55	180	136
ENSMUSG00000066176	0	0	0	0	0	1	0
ENSMUSG00000085375	0	0	0	0	0	0	0
ENSMUSG00000085643	0	0	0	0	0	0	0
ENSMUSG00000081290	0	0	0	0	0	0	0
ENSMUSG00000085020	0	0	0	0	0	0	0
ENSMUSG00000082613	0	0	0	0	0	0	0
ENSMUSG00000077663	0	0	0	0	0	0	0
ENSMUSG00000070980	0	1	0	0	0	0	0
ENSMUSG00000096930	0	0	0	0	0	0	0
ENSMUSG00000070979	0	0	4	2	2	3	4
ENSMUSG00000028431	134	166	281	135	405	523	586
ENSMUSG00000080370	0	0	0	0	3	2	4
ENSMUSG00000038827	38	49	64	25	54	105	133
ENSMUSG00000038816	355	609	914	461	217	325	399
ENSMUSG00000055296	357	522	977	343	1291	1324	1398
ENSMUSG00000065544	0	0	0	0	1	2	2
ENSMUSG00000099002	0	0	0	0	0	0	0
ENSMUSG00000106585	0	0	0	0	0	0	0
ENSMUSG00000064595	1	1	4	0	4	5	1
ENSMUSG00000045589	1	1	0	0	0	5	2
ENSMUSG00000028434	1256	1405	2090	1271	630	462	999
ENSMUSG00000085967	10	27	45	17	6	1	9
ENSMUSG00000038764	427	488	704	323	340	416	499
ENSMUSG00000085654	0	2	0	0	2	1	2
ENSMUSG00000087044	1	5	4	0	0	0	0
ENSMUSG00000095042	0	0	0	1	0	0	0
ENSMUSG00000081540	1	0	1	0	0	4	1
ENSMUSG00000090053	3	1	3	0	25	35	29
ENSMUSG00000081615	0	0	0	0	0	0	0
ENSMUSG00000089945	2	3	1	1	4	8	6
ENSMUSG00000038729	3	5	10	1	14	14	16
ENSMUSG00000073846	0	0	2	0	12	12	12
ENSMUSG00000089286	0	0	0	0	2	1	0
ENSMUSG00000096195	0	0	0	0	1	1	1
ENSMUSG00000052117	69	90	96	57	41	73	54
ENSMUSG00000028367	592	433	674	378	190	545	558
ENSMUSG00000038709	0	0	0	0	0	0	0
ENSMUSG00000028369	198	143	337	158	869	1440	1470
ENSMUSG00000097249	0	0	0	0	0	0	0
ENSMUSG00000057280	0	0	1	0	6	5	7
ENSMUSG00000038668	117	135	165	116	64	179	169
ENSMUSG00000093293	0	0	1	0	1	0	0
ENSMUSG00000083834	3	4	4	3	16	13	9
ENSMUSG00000081186	0	0	0	0	0	0	0
ENSMUSG00000083145	0	0	0	0	0	0	0
ENSMUSG00000086470	0	0	0	0	0	0	0
ENSMUSG00000043385	0	0	0	0	2	3	2
ENSMUSG00000050812	740	735	1296	598	1267	1538	1869
ENSMUSG00000092753	0	0	0	0	0	0	0
ENSMUSG00000038630	1	0	1	0	3	2	0
ENSMUSG00000028378	27	49	48	37	13	62	56
ENSMUSG00000070972	45	54	65	31	45	85	98
ENSMUSG00000092345	0	0	0	0	0	0	0
ENSMUSG00000038607	1	1	2	4	0	4	8
ENSMUSG00000038598	0	0	0	0	0	0	1
ENSMUSG00000081432	0	0	0	0	0	0	0
ENSMUSG00000086660	0	0	0	0	0	0	0
ENSMUSG00000082978	0	3	2	0	0	2	2
ENSMUSG00000028381	693	645	946	529	236	282	395
ENSMUSG00000086952	0	3	1	0	1	3	3
ENSMUSG00000038578	127	96	175	73	70	84	159
ENSMUSG00000083979	0	3	1	0	3	1	0
ENSMUSG00000028382	1854	1792	2602	1351	1376	2209	2662
ENSMUSG00000080831	1	3	3	2	7	3	4
ENSMUSG00000046145	0	0	0	0	0	0	0
ENSMUSG00000028383	269	188	278	147	348	559	388
ENSMUSG00000045071	63	59	110	41	137	242	248
ENSMUSG00000038544	62	72	113	82	131	195	216
ENSMUSG00000028385	96	130	181	73	193	233	232
ENSMUSG00000080772	0	2	4	0	2	2	6
ENSMUSG00000073843	1	2	2	0	5	8	11
ENSMUSG00000028386	1	0	1	1	7	9	10
ENSMUSG00000041333	1	2	0	0	0	0	0
ENSMUSG00000078689	0	3	4	2	0	0	0
ENSMUSG00000073842	0	0	1	0	2	0	1
ENSMUSG00000083239	0	0	0	0	0	0	0
ENSMUSG00000078688	0	0	0	0	0	0	0
ENSMUSG00000073840	0	0	0	0	0	0	0
ENSMUSG00000078687	0	0	0	0	0	0	0
ENSMUSG00000095455	0	0	0	0	0	0	0
ENSMUSG00000096654	0	0	0	0	0	0	0
ENSMUSG00000083293	0	0	0	0	0	0	0
ENSMUSG00000078686	0	0	0	0	0	1	1
ENSMUSG00000078685	0	0	0	0	0	0	0
ENSMUSG00000094202	0	0	0	0	0	0	0
ENSMUSG00000078683	0	0	0	0	0	0	0
ENSMUSG00000086253	0	0	0	0	0	0	0
ENSMUSG00000094222	0	0	0	0	0	0	0
ENSMUSG00000094235	0	0	0	0	0	0	0
ENSMUSG00000078680	19	7	45	5	47	94	94
ENSMUSG00000082868	0	0	0	0	0	0	0
ENSMUSG00000073834	3	0	1	1	3	2	7
ENSMUSG00000094743	0	0	0	0	0	0	0
ENSMUSG00000094793	0	0	0	0	0	0	2
ENSMUSG00000096891	0	0	0	0	0	0	0
ENSMUSG00000094948	0	0	0	0	0	0	0
ENSMUSG00000096652	0	0	0	0	0	0	0
ENSMUSG00000089873	0	0	0	0	0	0	0
ENSMUSG00000082173	0	0	0	0	0	0	0
ENSMUSG00000073830	0	0	0	1	0	0	0
ENSMUSG00000095978	0	0	0	0	0	0	0
ENSMUSG00000096674	0	0	0	0	0	1	1
ENSMUSG00000073835	0	0	0	0	0	0	0
ENSMUSG00000078675	0	0	0	1	0	0	0
ENSMUSG00000095532	0	0	0	0	0	0	0
ENSMUSG00000096688	0	0	0	0	0	0	0
ENSMUSG00000082065	0	0	0	0	0	0	0
ENSMUSG00000078674	0	0	0	0	0	0	0
ENSMUSG00000083304	0	0	0	0	0	1	0
ENSMUSG00000095307	0	0	0	0	0	0	0
ENSMUSG00000078673	0	0	0	0	0	0	0
ENSMUSG00000081207	0	0	0	0	0	0	0
ENSMUSG00000090090	0	0	0	0	0	0	0
ENSMUSG00000058523	0	0	0	0	0	0	0
ENSMUSG00000081755	0	0	0	0	0	0	0
ENSMUSG00000081053	0	0	0	0	0	0	0
ENSMUSG00000082363	0	0	0	0	0	0	0
ENSMUSG00000082644	0	0	0	0	0	0	0
ENSMUSG00000084309	0	0	0	0	0	0	0
ENSMUSG00000083524	0	0	0	0	0	0	0
ENSMUSG00000078672	0	0	0	0	0	0	0
ENSMUSG00000066154	0	0	0	0	0	9	9
ENSMUSG00000085404	0	0	0	0	0	0	0
ENSMUSG00000086530	0	0	0	0	0	0	0
ENSMUSG00000066153	0	0	0	0	0	1	0
ENSMUSG00000028389	18	5	15	10	31	49	55
ENSMUSG00000066152	251	227	321	182	112	189	197
ENSMUSG00000096713	0	0	0	0	0	0	0
ENSMUSG00000066151	219	311	488	192	518	575	732
ENSMUSG00000066150	561	783	883	566	166	304	291
ENSMUSG00000066149	91	103	157	67	135	162	233
ENSMUSG00000066148	121	130	182	102	179	218	299
ENSMUSG00000063851	3	0	0	0	4	1	5
ENSMUSG00000028391	8	4	3	0	30	24	37
ENSMUSG00000028392	643	421	638	351	197	110	339
ENSMUSG00000038422	46	41	59	31	32	29	51
ENSMUSG00000028393	103	79	125	70	119	176	221
ENSMUSG00000028394	125	101	131	110	116	194	215
ENSMUSG00000058046	1	0	1	1	3	2	2
ENSMUSG00000059810	92	83	150	68	378	277	345
ENSMUSG00000085177	0	4	4	1	9	6	12
ENSMUSG00000085223	0	0	1	1	2	1	5
ENSMUSG00000086139	0	0	0	0	4	1	2
ENSMUSG00000077161	0	0	0	0	0	0	0
ENSMUSG00000087967	0	0	0	0	0	0	0
ENSMUSG00000082048	0	0	0	0	0	0	0
ENSMUSG00000083635	0	0	0	0	0	0	0
ENSMUSG00000028358	8	4	5	5	48	102	68
ENSMUSG00000028356	0	0	0	0	0	1	0
ENSMUSG00000028357	0	0	0	0	0	0	0
ENSMUSG00000045672	17	20	25	12	181	281	208
ENSMUSG00000070102	0	0	0	0	0	0	0
ENSMUSG00000039196	17181	2354	2133	2267	50	261	173
ENSMUSG00000082141	4	1	0	0	1	0	1
ENSMUSG00000028359	36	0	3	5	7	14	17
ENSMUSG00000061540	333	45	40	49	5	9	10
ENSMUSG00000039158	21	35	73	34	231	214	292
ENSMUSG00000086953	1	1	2	0	3	5	13
ENSMUSG00000039137	7	12	16	0	25	37	36
ENSMUSG00000039105	681	519	633	426	205	361	419
ENSMUSG00000045917	44	55	81	28	82	117	165
ENSMUSG00000083943	0	0	0	0	0	2	2
ENSMUSG00000065913	0	0	0	0	2	0	0
ENSMUSG00000084782	0	0	0	0	0	0	0
ENSMUSG00000058935	0	0	1	0	0	0	0
ENSMUSG00000077504	0	0	0	0	0	0	0
ENSMUSG00000086817	0	0	0	0	0	0	0
ENSMUSG00000099294	0	0	0	0	0	0	0
ENSMUSG00000050395	0	0	1	0	3	2	6
ENSMUSG00000028362	0	0	2	4	3	3	13
ENSMUSG00000084345	0	1	2	0	1	1	1
ENSMUSG00000028364	1156	1248	1735	820	330	283	801
ENSMUSG00000073821	1	8	16	3	13	4	8
ENSMUSG00000086755	0	0	0	0	0	0	0
ENSMUSG00000085032	0	0	0	0	0	0	0
ENSMUSG00000077214	0	0	0	0	0	0	0
ENSMUSG00000081941	0	0	0	0	2	1	0
ENSMUSG00000080805	0	0	1	0	0	0	0
ENSMUSG00000028370	7	9	14	10	83	526	190
ENSMUSG00000028373	0	1	2	1	15	19	36
ENSMUSG00000051675	50	64	106	43	79	183	155
ENSMUSG00000083080	0	0	0	0	0	0	0
ENSMUSG00000065151	0	0	0	0	0	0	0
ENSMUSG00000082053	0	0	0	0	0	0	0
ENSMUSG00000039005	376	457	540	265	191	244	302
ENSMUSG00000081435	0	0	0	0	0	0	0
ENSMUSG00000080815	0	0	0	0	0	0	0
ENSMUSG00000106523	0	0	0	0	0	0	0
ENSMUSG00000083087	0	0	0	0	0	2	2
ENSMUSG00000086364	0	0	0	0	0	0	0
ENSMUSG00000064762	0	0	0	0	0	0	0
ENSMUSG00000081231	0	0	0	0	0	0	0
ENSMUSG00000086790	0	0	0	0	0	0	0
ENSMUSG00000028351	0	0	0	0	2	6	13
ENSMUSG00000065815	0	0	0	0	0	0	0
ENSMUSG00000082553	0	0	0	0	0	0	0
ENSMUSG00000082998	1	0	1	0	1	0	0
ENSMUSG00000085627	0	0	0	0	0	1	2
ENSMUSG00000046341	0	0	2	0	4	10	12
ENSMUSG00000084342	0	1	0	0	1	1	1
ENSMUSG00000082368	0	0	0	0	0	0	0
ENSMUSG00000039298	49	62	108	40	322	526	563
ENSMUSG00000080902	0	0	0	0	2	2	1
ENSMUSG00000088367	0	0	0	0	1	0	0
ENSMUSG00000039270	44	25	33	30	156	328	273
ENSMUSG00000083549	0	0	0	0	0	0	0
ENSMUSG00000084937	0	0	0	0	0	0	0
ENSMUSG00000082017	0	0	0	0	0	0	0
ENSMUSG00000083914	0	0	1	0	1	3	5
ENSMUSG00000082432	0	0	0	0	0	0	0
ENSMUSG00000066141	0	0	0	0	0	0	0
ENSMUSG00000081117	0	0	0	0	0	0	0
ENSMUSG00000086696	0	0	0	0	0	0	0
ENSMUSG00000008305	167	199	286	140	262	364	455
ENSMUSG00000086027	0	0	0	0	1	3	4
ENSMUSG00000084910	26	29	44	34	14	20	18
ENSMUSG00000083372	0	0	0	0	0	0	0
ENSMUSG00000059343	1	0	1	0	2	8	5
ENSMUSG00000084173	0	0	0	0	0	0	0
ENSMUSG00000089098	0	0	0	0	0	0	0
ENSMUSG00000084162	0	0	0	0	0	0	0
ENSMUSG00000089194	0	0	0	0	0	0	0
ENSMUSG00000066137	0	0	0	0	0	0	0
ENSMUSG00000080222	0	0	0	0	0	0	0
ENSMUSG00000082566	0	0	0	0	0	0	0
ENSMUSG00000081871	0	0	0	0	0	0	1
ENSMUSG00000077312	0	0	0	0	0	0	0
ENSMUSG00000095935	0	0	0	0	0	0	0
ENSMUSG00000094116	0	0	0	0	0	0	0
ENSMUSG00000096700	0	0	0	0	0	0	0
ENSMUSG00000095048	0	0	0	0	0	0	0
ENSMUSG00000095341	0	0	0	0	0	0	0
ENSMUSG00000043003	665	593	860	491	316	306	399
ENSMUSG00000085034	9	10	15	10	1	1	2
ENSMUSG00000083530	1	0	0	0	0	1	0
ENSMUSG00000096530	0	0	0	0	0	0	0
ENSMUSG00000096750	0	0	0	0	0	0	0
ENSMUSG00000096333	0	0	0	0	0	0	0
ENSMUSG00000093962	0	0	0	0	0	0	0
ENSMUSG00000028396	0	0	0	0	10	11	16
ENSMUSG00000049122	0	0	0	0	3	14	5
ENSMUSG00000081048	0	0	0	0	0	0	0
ENSMUSG00000083767	0	0	0	0	0	2	0
ENSMUSG00000028397	235	256	360	185	356	370	446
ENSMUSG00000085482	1	1	0	1	1	0	2
ENSMUSG00000099334	0	0	0	0	0	0	0
ENSMUSG00000104700	0	0	0	0	0	0	0
ENSMUSG00000081438	0	0	0	0	0	0	0
ENSMUSG00000083659	0	0	0	0	0	0	0
ENSMUSG00000082533	0	0	0	0	0	0	0
ENSMUSG00000084311	0	0	0	0	0	0	0
ENSMUSG00000081067	0	1	0	0	3	5	8
ENSMUSG00000028398	81	48	90	45	41	90	104
ENSMUSG00000065884	0	0	0	0	0	0	0
ENSMUSG00000083224	0	0	0	0	0	0	0
ENSMUSG00000084026	0	0	0	0	0	0	0
ENSMUSG00000084253	0	0	0	0	0	0	0
ENSMUSG00000081844	0	0	0	0	0	0	0
ENSMUSG00000028399	57	26	78	34	276	432	340
ENSMUSG00000080780	1	0	1	0	3	4	6
ENSMUSG00000083050	0	0	0	0	0	0	0
ENSMUSG00000081890	0	0	0	0	0	0	0
ENSMUSG00000081936	0	0	0	0	0	0	0
ENSMUSG00000084090	0	0	0	0	0	0	0
ENSMUSG00000081656	0	0	0	0	1	3	0
ENSMUSG00000092829	0	0	0	0	0	0	0
ENSMUSG00000092492	0	0	0	0	0	0	0
ENSMUSG00000082351	0	0	0	0	0	0	0
ENSMUSG00000085840	0	0	0	0	0	0	0
ENSMUSG00000089338	0	0	0	0	0	0	0
ENSMUSG00000083629	0	0	0	0	0	0	0
ENSMUSG00000089543	0	0	0	0	0	0	0
ENSMUSG00000083496	1	0	1	1	0	2	1
ENSMUSG00000084248	0	0	0	0	0	0	0
ENSMUSG00000082179	0	0	0	1	2	0	0
ENSMUSG00000083076	0	0	0	1	0	2	2
ENSMUSG00000083219	0	0	0	0	1	3	1
ENSMUSG00000082555	0	0	0	0	0	0	0
ENSMUSG00000005994	0	0	0	0	0	0	0
ENSMUSG00000048706	155	83	139	58	204	309	306
ENSMUSG00000099273	0	0	1	1	0	0	1
ENSMUSG00000028402	84	89	216	78	599	1095	864
ENSMUSG00000077607	0	0	0	0	2	3	4
ENSMUSG00000081391	0	0	0	0	0	0	0
ENSMUSG00000083385	0	0	0	0	0	0	0
ENSMUSG00000087540	0	0	0	0	0	0	0
ENSMUSG00000084718	0	0	0	0	0	0	0
ENSMUSG00000087608	0	0	0	0	1	0	0
ENSMUSG00000087110	0	0	0	0	2	2	3
ENSMUSG00000092661	0	0	0	0	0	0	0
ENSMUSG00000085022	0	0	0	1	2	7	3
ENSMUSG00000008575	1983	3009	4623	2216	4852	4983	6126
ENSMUSG00000084595	0	1	13	1	12	15	15
ENSMUSG00000087413	15	9	35	12	75	50	111
ENSMUSG00000084851	0	0	0	0	0	0	1
ENSMUSG00000084357	0	0	0	0	0	0	0
ENSMUSG00000086293	0	0	0	0	0	0	0
ENSMUSG00000028403	333	507	647	334	291	510	597
ENSMUSG00000038192	0	0	0	0	0	1	0
ENSMUSG00000059049	8	17	23	7	174	983	544
ENSMUSG00000089409	0	0	0	0	0	0	0
ENSMUSG00000082637	0	0	0	0	0	0	0
ENSMUSG00000083245	0	0	1	0	0	6	2
ENSMUSG00000038172	25	23	65	29	220	236	205
ENSMUSG00000096801	0	0	0	0	0	0	1
ENSMUSG00000086321	0	0	0	0	0	0	1
ENSMUSG00000087592	0	0	0	0	0	0	0
ENSMUSG00000028483	68	95	233	99	517	502	611
ENSMUSG00000028484	181	170	285	153	408	644	786
ENSMUSG00000082416	0	0	0	0	0	0	0
ENSMUSG00000066116	0	0	0	0	0	0	0
ENSMUSG00000052407	24	11	46	19	137	116	154
ENSMUSG00000064606	0	0	0	0	3	0	1
ENSMUSG00000098217	0	0	0	0	0	1	1
ENSMUSG00000080793	0	0	1	1	0	1	1
ENSMUSG00000097942	0	0	0	0	1	0	0
ENSMUSG00000085378	0	0	0	0	0	0	1
ENSMUSG00000085217	0	0	0	0	0	0	0
ENSMUSG00000083044	0	0	1	2	0	1	0
ENSMUSG00000087378	0	0	0	0	0	0	1
ENSMUSG00000028487	28	12	42	13	129	176	147
ENSMUSG00000083743	0	0	0	0	0	2	3
ENSMUSG00000081775	0	0	0	0	0	0	0
ENSMUSG00000086413	0	0	0	0	0	0	0
ENSMUSG00000038070	42	26	54	21	169	231	193
ENSMUSG00000083139	0	0	0	1	4	0	4
ENSMUSG00000080303	0	0	1	0	2	3	1
ENSMUSG00000084267	0	0	0	0	0	0	0
ENSMUSG00000028488	0	1	4	1	9	14	15
ENSMUSG00000081862	0	0	0	0	0	1	0
ENSMUSG00000087349	3	3	5	2	20	5	12
ENSMUSG00000088122	0	0	0	0	2	1	0
ENSMUSG00000064687	0	0	0	0	0	0	0
ENSMUSG00000066113	47	36	86	25	146	135	219
ENSMUSG00000083272	0	0	0	0	0	0	0
ENSMUSG00000028492	0	0	0	0	0	0	0
ENSMUSG00000077597	0	0	0	0	0	0	0
ENSMUSG00000085108	0	0	0	0	0	0	0
ENSMUSG00000070934	99	110	173	130	53	133	118
ENSMUSG00000038047	44	36	76	35	194	233	282
ENSMUSG00000088958	0	0	0	0	0	0	0
ENSMUSG00000081169	1	0	1	0	0	0	1
ENSMUSG00000028494	10011	11155	15898	8011	1643	1253	2563
ENSMUSG00000038024	395	494	781	318	532	757	867
ENSMUSG00000082969	0	2	3	2	16	20	13
ENSMUSG00000028495	1338	1241	1789	1090	850	1541	2178
ENSMUSG00000038007	85	64	127	49	119	169	111
ENSMUSG00000037996	0	1	1	0	5	4	1
ENSMUSG00000086512	0	0	0	0	0	0	0
ENSMUSG00000093065	0	0	0	0	0	0	0
ENSMUSG00000082443	0	0	0	0	0	0	0
ENSMUSG00000028496	109	107	189	83	302	405	430
ENSMUSG00000084809	0	0	0	0	0	0	2
ENSMUSG00000081530	0	0	0	0	0	1	0
ENSMUSG00000038368	96	142	230	95	249	329	358
ENSMUSG00000070077	0	0	1	3	3	3	2
ENSMUSG00000082597	0	0	0	0	1	2	0
ENSMUSG00000028497	29	28	62	26	59	165	277
ENSMUSG00000048806	0	0	0	0	0	0	0
ENSMUSG00000096011	0	0	0	0	0	0	0
ENSMUSG00000095896	0	0	0	0	0	0	0
ENSMUSG00000080964	0	0	0	0	0	0	0
ENSMUSG00000095270	0	0	0	0	0	0	0
ENSMUSG00000078480	1	1	2	1	1	3	9
ENSMUSG00000073811	0	0	0	0	0	0	0
ENSMUSG00000083958	0	0	0	0	0	0	0
ENSMUSG00000038330	0	0	0	0	0	0	0
ENSMUSG00000063376	0	0	0	0	0	0	0
ENSMUSG00000104128	0	0	0	0	0	0	0
ENSMUSG00000081784	0	0	0	0	0	0	0
ENSMUSG00000078355	0	0	0	0	0	0	0
ENSMUSG00000078354	0	0	0	0	0	1	0
ENSMUSG00000100079	0	0	0	0	0	0	0
ENSMUSG00000081893	0	0	0	0	0	0	0
ENSMUSG00000084192	0	0	1	0	3	1	2
ENSMUSG00000070923	732	609	927	552	470	1026	1191
ENSMUSG00000097078	0	0	0	0	0	0	1
ENSMUSG00000086074	0	0	0	0	2	2	1
ENSMUSG00000094618	0	0	0	0	1	1	0
ENSMUSG00000085473	0	0	0	0	2	0	1
ENSMUSG00000081501	0	0	0	0	0	0	0
ENSMUSG00000073809	0	0	0	0	0	1	0
ENSMUSG00000100505	0	0	2	1	0	0	0
ENSMUSG00000094498	0	0	0	0	0	0	0
ENSMUSG00000082789	0	0	0	0	0	0	0
ENSMUSG00000073807	0	0	0	0	0	0	0
ENSMUSG00000094271	0	0	0	0	0	0	0
ENSMUSG00000094167	0	0	0	0	0	0	0
ENSMUSG00000096582	0	0	0	0	0	0	0
ENSMUSG00000096591	0	1	0	0	0	0	0
ENSMUSG00000096854	0	0	0	0	0	2	0
ENSMUSG00000096987	0	0	0	0	0	0	0
ENSMUSG00000099545	0	0	0	0	0	0	0
ENSMUSG00000100234	0	0	0	0	0	0	0
